Line#,Date,"Solar Radiation (S-LIB 21661173:21515235-1), W/m^2, ideaslab","Temperature (S-THC 21661173:21555952-1), *C, ideaslab","RH (S-THC 21661173:21555952-2), %, ideaslab","Dew Point (S-THC 21661173:21555952-3), *C, ideaslab","Wind Speed (S-WCG 21661173:21556122-1), m/s, ideaslab","Gust Speed (S-WCG 21661173:21556122-2), m/s, ideaslab","Wind Direction (S-WCG 21661173:21556122-3), *, ideaslab","Rain (S-RGB 21661173:21560962-1), mm, ideaslab","Solar Radiation (S-LIB 21535782:21515235-1), W/m^2, ideaslab(Aug23)","Temperature (S-THC 21535782:21555952-1), *C, ideaslab(Aug23)","RH (S-THC 21535782:21555952-2), %, ideaslab(Aug23)","Dew Point (S-THC 21535782:21555952-3), *C, ideaslab(Aug23)","Wind Speed (S-WCG 21535782:21556122-1), m/s, ideaslab(Aug23)","Gust Speed (S-WCG 21535782:21556122-2), m/s, ideaslab(Aug23)","Wind Direction (S-WCG 21535782:21556122-3), *, ideaslab(Aug23)","Rain (S-RGB 21535782:21560962-1), mm, ideaslab(Aug23)","Temperature (S-THC 21535782:21654097-1), *C, ideaslab(test)","RH (S-THC 21535782:21654097-2), %, ideaslab(test)","Dew Point (S-THC 21535782:21654097-3), *C, ideaslab(test)","Dew Point (S-THC 21661173:21397574-3), *C, ideaslab","Temperature (S-THC 21661173:21397574-1), *C, ideaslab","RH (S-THC 21661173:21397574-2), %, ideaslab"
15095,09/12/23 16:35:00,,,,,,,,,1,28.561,79.904,24.781,2.3,5.0,137,0.0,,,,,,
15096,09/12/23 16:40:00,,,,,,,,,1,28.582,79.284,24.672,2.0,4.3,138,0.0,,,,,,
15097,09/12/23 16:45:00,,,,,,,,,1,28.561,78.909,24.571,2.0,4.0,132,0.0,,,,,,
15098,09/12/23 16:50:00,,,,,,,,,1,28.604,77.966,24.412,1.7,4.0,128,0.0,,,,,,
15099,09/12/23 16:55:00,,,,,,,,,1,28.668,77.089,24.285,2.0,4.3,139,0.0,,,,,,
15100,09/12/23 17:00:00,,,,,,,,,1,28.690,76.313,24.137,2.7,5.0,132,0.0,,,,,,
15101,09/12/23 17:05:00,,,,,,,,,1,28.668,76.649,24.189,2.0,4.3,135,0.0,,,,,,
15102,09/12/23 17:10:00,,,,,,,,,1,28.625,77.024,24.229,1.7,3.3,134,0.0,,,,,,
15103,09/12/23 17:15:00,,,,,,,,,1,28.561,77.208,24.207,1.0,3.0,135,0.0,,,,,,
15104,09/12/23 17:20:00,,,,,,,,,1,28.518,77.560,24.241,1.0,2.7,128,0.0,,,,,,
15105,09/12/23 17:25:00,,,,,,,,,1,28.518,77.591,24.248,1.7,4.0,124,0.0,,,,,,
15106,09/12/23 17:30:00,,,,,,,,,1,28.496,77.762,24.264,1.7,5.0,135,0.0,,,,,,
15107,09/12/23 17:35:00,,,,,,,,,1,28.454,77.797,24.230,2.0,4.0,134,0.0,,,,,,
15108,09/12/23 17:40:00,,,,,,,,,1,28.432,78.021,24.257,2.0,4.0,130,0.0,,,,,,
15109,09/12/23 17:45:00,,,,,,,,,1,28.346,78.338,24.242,1.3,2.7,130,0.0,,,,,,
15110,09/12/23 17:50:00,,,,,,,,,1,28.325,78.611,24.279,1.3,2.3,127,0.0,,,,,,
15111,09/12/23 17:55:00,,,,,,,,,1,28.261,78.892,24.276,1.0,2.7,134,0.0,,,,,,
15112,09/12/23 18:00:00,,,,,,,,,1,28.218,79.005,24.258,1.3,3.0,128,0.0,,,,,,
15113,09/12/23 18:05:00,,,,,,,,,1,28.196,79.208,24.280,1.7,3.0,132,0.0,,,,,,
15114,09/12/23 18:10:00,,,,,,,,,1,28.153,79.335,24.265,1.0,2.3,135,0.0,,,,,,
15115,09/12/23 18:15:00,,,,,,,,,1,28.132,79.110,24.197,1.0,2.7,144,0.0,,,,,,
15116,09/12/23 18:20:00,,,,,,,,,1,28.153,79.142,24.225,1.0,2.3,149,0.0,,,,,,
15117,09/12/23 18:25:00,,,,,,,,,1,28.110,79.284,24.213,1.0,3.3,145,0.0,,,,,,
15118,09/12/23 18:30:00,,,,,,,,,1,28.110,79.277,24.211,1.3,3.3,139,0.0,,,,,,
15119,09/12/23 18:35:00,,,,,,,,,1,28.110,79.065,24.167,1.7,3.3,135,0.0,,,,,,
15120,09/12/23 18:40:00,,,,,,,,,1,28.089,79.358,24.208,1.0,3.0,162,0.0,,,,,,
15121,09/12/23 18:45:00,,,,,,,,,1,28.046,79.185,24.130,1.7,3.7,166,0.0,,,,,,
15122,09/12/23 18:50:00,,,,,,,,,1,28.068,79.167,24.147,1.7,3.3,160,0.0,,,,,,
15123,09/12/23 18:55:00,,,,,,,,,1,28.046,79.117,24.115,1.3,2.3,163,0.0,,,,,,
15124,09/12/23 19:00:00,,,,,,,,,1,28.003,79.098,24.070,1.0,3.0,144,0.0,,,,,,
15125,09/12/23 19:05:00,,,,,,,,,1,28.025,79.088,24.088,1.3,4.0,142,0.0,,,,,,
15126,09/12/23 19:10:00,,,,,,,,,1,28.003,79.231,24.098,1.0,3.0,145,0.0,,,,,,
15127,09/12/23 19:15:00,,,,,,,,,1,28.003,79.431,24.140,1.3,2.3,145,0.0,,,,,,
15128,09/12/23 19:20:00,,,,,,,,,1,27.982,79.377,24.107,1.3,3.3,135,0.0,,,,,,
15129,09/12/23 19:25:00,,,,,,,,,1,27.982,79.312,24.094,1.3,2.0,131,0.0,,,,,,
15130,09/12/23 19:30:00,,,,,,,,,1,28.025,79.034,24.077,1.0,2.3,145,0.0,,,,,,
15131,09/12/23 19:35:00,,,,,,,,,1,28.003,78.891,24.026,1.3,3.7,145,0.0,,,,,,
15132,09/12/23 19:40:00,,,,,,,,,1,28.003,79.286,24.109,1.0,3.3,144,0.0,,,,,,
15133,09/12/23 19:45:00,,,,,,,,,1,27.917,79.445,24.059,1.3,3.0,137,0.0,,,,,,
15134,09/12/23 19:50:00,,,,,,,,,1,27.917,79.513,24.073,1.0,2.3,155,0.0,,,,,,
15135,09/12/23 19:55:00,,,,,,,,,1,27.917,79.449,24.060,1.0,3.7,160,0.0,,,,,,
15136,09/12/23 20:00:00,,,,,,,,,1,27.939,79.492,24.090,1.0,2.3,159,0.0,,,,,,
15137,09/12/23 20:05:00,,,,,,,,,1,27.917,79.405,24.051,1.3,2.7,162,0.0,,,,,,
15138,09/12/23 20:10:00,,,,,,,,,1,27.939,79.417,24.074,1.3,3.0,159,0.0,,,,,,
15139,09/12/23 20:15:00,,,,,,,,,1,27.960,79.605,24.134,1.3,2.7,158,0.0,,,,,,
15140,09/12/23 20:20:00,,,,,,,,,1,27.896,79.899,24.133,1.0,2.0,141,0.0,,,,,,
15141,09/12/23 20:25:00,,,,,,,,,1,27.875,80.085,24.151,1.0,2.3,134,0.0,,,,,,
15142,09/12/23 20:30:00,,,,,,,,,1,27.853,80.211,24.157,1.0,2.0,141,0.0,,,,,,
15143,09/12/23 20:35:00,,,,,,,,,1,27.853,80.320,24.180,1.0,3.0,132,0.0,,,,,,
15144,09/12/23 20:40:00,,,,,,,,,1,27.810,80.412,24.157,1.0,2.3,145,0.0,,,,,,
15145,09/12/23 20:45:00,,,,,,,,,1,27.789,80.659,24.187,0.7,2.0,145,0.0,,,,,,
15146,09/12/23 20:50:00,,,,,,,,,1,27.810,80.700,24.217,1.0,2.3,131,0.0,,,,,,
15147,09/12/23 20:55:00,,,,,,,,,1,27.810,80.836,24.245,1.0,2.0,144,0.0,,,,,,
15148,09/12/23 21:00:00,,,,,,,,,1,27.789,81.010,24.260,0.7,2.0,134,0.0,,,,,,
15149,09/12/23 21:05:00,,,,,,,,,1,27.789,80.974,24.252,0.7,2.7,149,0.0,,,,,,
15150,09/12/23 21:10:00,,,,,,,,,1,27.767,81.062,24.250,0.7,2.0,142,0.0,,,,,,
15151,09/12/23 21:15:00,,,,,,,,,1,27.767,81.115,24.261,1.0,1.7,146,0.0,,,,,,
15152,09/12/23 21:20:00,,,,,,,,,1,27.767,81.207,24.279,0.7,1.7,141,0.0,,,,,,
15153,09/12/23 21:25:00,,,,,,,,,1,27.767,81.305,24.299,1.0,2.0,163,0.0,,,,,,
15154,09/12/23 21:30:00,,,,,,,,,1,27.810,81.138,24.307,1.3,3.0,163,0.0,,,,,,
15155,09/12/23 21:35:00,,,,,,,,,1,27.810,80.923,24.263,1.3,3.0,145,0.0,,,,,,
15156,09/12/23 21:40:00,,,,,,,,,1,27.810,81.222,24.324,1.3,3.7,139,0.0,,,,,,
15157,09/12/23 21:45:00,,,,,,,,,1,27.789,81.312,24.322,1.3,2.7,141,0.0,,,,,,
15158,09/12/23 21:50:00,,,,,,,,,1,27.789,81.418,24.344,1.0,2.3,156,0.0,,,,,,
15159,09/12/23 21:55:00,,,,,,,,,1,27.746,81.305,24.279,1.0,3.0,155,0.0,,,,,,
15160,09/12/23 22:00:00,,,,,,,,,1,27.810,81.053,24.289,1.3,3.0,165,0.0,,,,,,
15161,09/12/23 22:05:00,,,,,,,,,1,27.789,81.143,24.287,1.0,2.0,144,0.0,,,,,,
15162,09/12/23 22:10:00,,,,,,,,,1,27.767,81.277,24.294,0.7,2.0,163,0.0,,,,,,
15163,09/12/23 22:15:00,,,,,,,,,1,27.789,81.245,24.308,1.0,2.7,159,0.0,,,,,,
15164,09/12/23 22:20:00,,,,,,,,,1,27.810,81.337,24.348,1.3,3.0,155,0.0,,,,,,
15165,09/12/23 22:25:00,,,,,,,,,1,27.810,81.392,24.359,1.3,2.7,175,0.0,,,,,,
15166,09/12/23 22:30:00,,,,,,,,,1,27.789,81.706,24.403,1.3,2.7,165,0.0,,,,,,
15167,09/12/23 22:35:00,,,,,,,,,1,27.767,82.014,24.445,1.3,3.3,160,0.0,,,,,,
15168,09/12/23 22:40:00,,,,,,,,,1,27.767,82.196,24.482,1.3,3.0,168,0.0,,,,,,
15169,09/12/23 22:45:00,,,,,,,,,1,27.724,82.367,24.475,1.3,2.7,163,0.0,,,,,,
15170,09/12/23 22:50:00,,,,,,,,,1,27.767,82.467,24.537,1.3,2.3,160,0.0,,,,,,
15171,09/12/23 22:55:00,,,,,,,,,1,27.746,82.490,24.521,1.3,3.3,162,0.0,,,,,,
15172,09/12/23 23:00:00,,,,,,,,,2,27.767,82.518,24.547,1.3,3.0,160,0.0,,,,,,
15173,09/12/23 23:05:00,,,,,,,,,4,27.789,82.486,24.562,1.7,4.0,162,0.0,,,,,,
15174,09/12/23 23:10:00,,,,,,,,,12,27.875,82.329,24.614,1.7,3.0,152,0.0,,,,,,
15175,09/12/23 23:15:00,,,,,,,,,17,27.853,82.416,24.610,1.0,2.3,160,0.0,,,,,,
15176,09/12/23 23:20:00,,,,,,,,,21,27.917,82.457,24.682,1.0,2.7,156,0.0,,,,,,
15177,09/12/23 23:25:00,,,,,,,,,28,27.982,82.289,24.710,1.0,2.0,135,0.0,,,,,,
15178,09/12/23 23:30:00,,,,,,,,,34,28.003,82.152,24.703,0.7,1.3,156,0.0,,,,,,
15179,09/12/23 23:35:00,,,,,,,,,42,28.068,81.903,24.715,0.3,1.3,122,0.0,,,,,,
15180,09/12/23 23:40:00,,,,,,,,,49,28.153,81.717,24.761,1.0,1.7,169,0.0,,,,,,
15181,09/12/23 23:45:00,,,,,,,,,58,28.218,81.863,24.854,0.7,1.0,148,0.0,,,,,,
15182,09/12/23 23:50:00,,,,,,,,,68,28.261,81.469,24.815,1.0,2.0,163,0.0,,,,,,
15183,09/12/23 23:55:00,,,,,,,,,78,28.368,81.138,24.851,0.7,1.7,124,0.0,,,,,,
15184,09/13/23 00:00:00,,,,,,,,,84,28.454,80.888,24.883,1.0,3.0,138,0.0,,,,,,
15185,09/13/23 00:05:00,,,,,,,,,92,28.518,80.740,24.914,1.0,2.3,135,0.0,,,,,,
15186,09/13/23 00:10:00,,,,,,,,,99,28.561,80.595,24.926,1.0,2.0,127,0.0,,,,,,
15187,09/13/23 00:15:00,,,,,,,,,112,28.518,80.650,24.896,1.3,2.7,118,0.0,,,,,,
15188,09/13/23 00:20:00,,,,,,,,,131,28.604,80.378,24.923,1.3,2.7,120,0.0,,,,,,
15189,09/13/23 00:25:00,,,,,,,,,153,28.690,81.225,25.182,1.7,2.3,122,0.0,,,,,,
15190,09/13/23 00:30:00,,,,,,,,,297,29.097,78.968,25.105,1.0,2.0,110,0.0,,,,,,
15191,09/13/23 00:35:00,,,,,,,,,357,29.011,79.043,25.037,2.0,4.0,118,0.0,,,,,,
15192,09/13/23 00:40:00,,,,,,,,,389,29.655,76.167,25.038,1.3,4.0,145,0.0,,,,,,
15193,09/13/23 00:45:00,,,,,,,,,336,29.826,76.382,25.251,1.3,3.0,130,0.0,,,,,,
15194,09/13/23 00:50:00,,,,,,,,,228,29.826,76.080,25.185,1.3,3.7,130,0.0,,,,,,
15195,09/13/23 00:55:00,,,,,,,,,473,30.191,74.229,25.122,1.3,3.3,138,0.0,,,,,,
15196,09/13/23 01:00:00,,,,,,,,,369,30.127,74.098,25.030,1.7,3.3,139,0.0,,,,,,
15197,09/13/23 01:05:00,,,,,,,,,504,31.113,71.011,25.262,1.0,2.3,128,0.0,,,,,,
15198,09/13/23 01:10:00,,,,,,,,,523,30.513,72.102,24.943,1.3,4.0,139,0.0,,,,,,
15199,09/13/23 01:15:00,,,,,,,,,543,29.998,74.124,24.912,2.0,4.0,121,0.0,,,,,,
15200,09/13/23 01:20:00,,,,,,,,,601,30.255,73.378,24.990,2.0,4.0,124,0.0,,,,,,
15201,09/13/23 01:25:00,,,,,,,,,589,30.298,72.839,24.907,2.0,4.7,118,0.0,,,,,,
15202,09/13/23 01:30:00,,,,,,,,,599,30.513,72.055,24.931,2.3,4.0,124,0.0,,,,,,
15203,09/13/23 01:35:00,,,,,,,,,524,30.856,69.717,24.707,1.7,4.0,160,0.0,,,,,,
15204,09/13/23 01:40:00,,,,,,,,,241,30.727,69.451,24.520,1.7,4.3,124,0.0,,,,,,
15205,09/13/23 01:45:00,,,,,,,,,369,29.934,70.855,24.095,2.7,5.0,127,0.0,,,,,,
15206,09/13/23 01:50:00,,,,,,,,,356,30.041,72.633,24.612,2.3,4.7,128,0.0,,,,,,
15207,09/13/23 01:55:00,,,,,,,,,439,30.448,71.217,24.673,2.0,4.0,128,0.0,,,,,,
15208,09/13/23 02:00:00,,,,,,,,,342,30.749,70.353,24.756,1.3,3.7,132,0.0,,,,,,
15209,09/13/23 02:05:00,,,,,,,,,269,30.277,71.855,24.658,2.0,4.3,155,0.0,,,,,,
15210,09/13/23 02:10:00,,,,,,,,,297,30.169,72.219,24.640,2.0,4.0,168,0.0,,,,,,
15211,09/13/23 02:15:00,,,,,,,,,298,30.470,72.546,25.004,1.3,3.7,163,0.0,,,,,,
15212,09/13/23 02:20:00,,,,,,,,,762,30.963,71.386,25.207,1.7,3.3,158,0.0,,,,,,
15213,09/13/23 02:25:00,,,,,,,,,883,31.456,70.384,25.441,1.3,2.7,184,0.0,,,,,,
15214,09/13/23 02:30:00,,,,,,,,,403,31.027,69.575,24.836,1.7,4.0,191,0.0,,,,,,
15215,09/13/23 02:35:00,,,,,,,,,527,31.049,69.926,24.941,1.7,4.3,125,0.0,,,,,,
15216,09/13/23 02:40:00,,,,,,,,,481,31.349,68.055,24.773,1.0,2.7,148,0.0,,,,,,
15217,09/13/23 02:45:00,,,,,,,,,302,30.834,68.470,24.384,2.0,4.0,177,0.0,,,,,,
15218,09/13/23 02:50:00,,,,,,,,,414,30.513,69.937,24.431,2.0,4.7,173,0.0,,,,,,
15219,09/13/23 02:55:00,,,,,,,,,386,30.749,70.376,24.762,1.7,4.7,134,0.0,,,,,,
15220,09/13/23 03:00:00,,,,,,,,,344,30.041,74.073,24.942,3.0,5.3,158,0.0,,,,,,
15221,09/13/23 03:05:00,,,,,,,,,467,30.899,69.400,24.671,1.3,4.3,166,0.0,,,,,,
15222,09/13/23 03:10:00,,,,,,,,,438,30.942,69.496,24.735,1.7,3.3,155,0.0,,,,,,
15223,09/13/23 03:15:00,,,,,,,,,399,30.577,67.565,23.916,2.3,5.0,132,0.0,,,,,,
15224,09/13/23 03:20:00,,,,,,,,,401,30.877,64.196,23.350,2.0,4.3,153,0.0,,,,,,
15225,09/13/23 03:25:00,,,,,,,,,406,30.534,65.940,23.470,2.7,4.7,156,0.0,,,,,,
15226,09/13/23 03:30:00,,,,,,,,,587,30.706,66.508,23.776,2.3,6.0,158,0.0,,,,,,
15227,09/13/23 03:35:00,,,,,,,,,484,31.349,65.234,24.064,1.7,4.0,156,0.0,,,,,,
15228,09/13/23 03:40:00,,,,,,,,,836,30.920,67.158,24.142,2.0,4.3,144,0.0,,,,,,
15229,09/13/23 03:45:00,,,,,,,,,"1,162",31.778,64.274,24.223,2.0,5.3,166,0.0,,,,,,
15230,09/13/23 03:50:00,,,,,,,,,818,31.478,64.364,23.962,2.7,6.3,168,0.0,,,,,,
15231,09/13/23 03:55:00,,,,,,,,,993,32.700,61.660,24.398,1.3,3.7,155,0.0,,,,,,
15232,09/13/23 04:00:00,,,,,,,,,966,32.014,61.573,23.729,2.7,5.3,163,0.0,,,,,,
15233,09/13/23 04:05:00,,,,,,,,,953,32.035,62.528,24.006,2.3,5.0,139,0.0,,,,,,
15234,09/13/23 04:10:00,,,,,,,,,886,32.164,60.931,23.696,2.3,4.7,158,0.0,,,,,,
15235,09/13/23 04:15:00,,,,,,,,,978,32.078,62.237,23.968,2.3,6.0,163,0.0,,,,,,
15236,09/13/23 04:20:00,,,,,,,,,"1,036",32.121,61.820,23.897,2.3,4.7,162,0.0,,,,,,
15237,09/13/23 04:25:00,,,,,,,,,989,31.757,62.905,23.843,3.0,5.7,155,0.0,,,,,,
15238,09/13/23 04:30:00,,,,,,,,,"1,012",32.271,61.608,23.981,2.0,5.0,145,0.0,,,,,,
15239,09/13/23 04:35:00,,,,,,,,,"1,024",32.850,59.539,23.954,2.0,5.0,159,0.0,,,,,,
15240,09/13/23 04:40:00,,,,,,,,,"1,071",32.078,61.320,23.721,2.7,5.3,128,0.0,,,,,,
15241,09/13/23 04:45:00,,,,,,,,,278,32.164,61.691,23.902,2.7,6.0,128,0.0,,,,,,
15242,09/13/23 04:50:00,,,,,,,,,"1,113",31.971,62.438,23.921,2.7,6.3,151,0.0,,,,,,
15243,09/13/23 04:55:00,,,,,,,,,"1,114",32.915,60.340,24.238,1.3,4.0,159,0.0,,,,,,
15244,09/13/23 05:00:00,,,,,,,,,331,32.529,60.548,23.933,2.3,5.0,138,0.0,,,,,,
15245,09/13/23 05:05:00,,,,,,,,,"1,169",32.529,61.508,24.195,2.0,5.3,146,0.0,,,,,,
15246,09/13/23 05:10:00,,,,,,,,,551,32.636,60.713,24.079,2.3,4.3,173,0.0,,,,,,
15247,09/13/23 05:15:00,,,,,,,,,"1,082",32.572,60.844,24.055,2.0,6.7,163,0.0,,,,,,
15248,09/13/23 05:20:00,,,,,,,,,"1,022",32.164,63.931,24.498,2.7,5.0,172,0.0,,,,,,
15249,09/13/23 05:25:00,,,,,,,,,"1,063",32.550,62.690,24.534,2.3,4.7,156,0.0,,,,,,
15250,09/13/23 05:30:00,,,,,,,,,"1,126",32.186,62.516,24.144,3.0,6.3,152,0.0,,,,,,
15251,09/13/23 05:35:00,,,,,,,,,"1,054",32.207,63.742,24.489,3.0,6.7,177,0.0,,,,,,
15252,09/13/23 05:40:00,,,,,,,,,"1,063",32.143,63.999,24.496,3.0,5.3,166,0.0,,,,,,
15253,09/13/23 05:45:00,,,,,,,,,242,31.521,66.104,24.448,3.3,6.3,163,0.0,,,,,,
15254,09/13/23 05:50:00,,,,,,,,,322,31.478,66.209,24.434,3.0,6.0,162,0.0,,,,,,
15255,09/13/23 05:55:00,,,,,,,,,"1,043",31.821,65.071,24.469,2.7,5.3,158,0.0,,,,,,
15256,09/13/23 06:00:00,,,,,,,,,233,31.778,64.933,24.393,2.7,5.7,190,0.0,,,,,,
15257,09/13/23 06:05:00,,,,,,,,,248,31.606,65.632,24.410,2.3,5.0,173,0.0,,,,,,
15258,09/13/23 06:10:00,,,,,,,,,274,31.649,62.521,23.640,2.0,5.0,153,0.0,,,,,,
15259,09/13/23 06:15:00,,,,,,,,,339,32.121,62.191,23.996,2.0,5.0,156,0.0,,,,,,
15260,09/13/23 06:20:00,,,,,,,,,468,31.992,61.059,23.569,3.3,6.7,156,0.0,,,,,,
15261,09/13/23 06:25:00,,,,,,,,,629,31.821,61.894,23.634,3.0,5.7,135,0.0,,,,,,
15262,09/13/23 06:30:00,,,,,,,,,257,31.950,62.722,23.977,2.3,5.3,135,0.0,,,,,,
15263,09/13/23 06:35:00,,,,,,,,,344,32.121,62.187,23.995,2.0,5.3,135,0.0,,,,,,
15264,09/13/23 06:40:00,,,,,,,,,243,32.078,60.392,23.467,2.0,5.3,142,0.0,,,,,,
15265,09/13/23 06:45:00,,,,,,,,,902,32.186,60.699,23.652,2.7,5.7,146,0.0,,,,,,
15266,09/13/23 06:50:00,,,,,,,,,266,32.100,60.725,23.579,2.3,5.0,149,0.0,,,,,,
15267,09/13/23 06:55:00,,,,,,,,,767,32.400,60.890,23.906,2.3,5.7,118,0.0,,,,,,
15268,09/13/23 07:00:00,,,,,,,,,642,33.236,58.135,23.917,1.7,4.0,153,0.0,,,,,,
15269,09/13/23 07:05:00,,,,,,,,,656,32.765,59.953,23.989,2.3,6.0,176,0.0,,,,,,
15270,09/13/23 07:10:00,,,,,,,,,548,33.001,58.656,23.846,2.0,6.3,179,0.0,,,,,,
15271,09/13/23 07:15:00,,,,,,,,,406,32.786,58.964,23.732,2.0,5.0,175,0.0,,,,,,
15272,09/13/23 07:20:00,,,,,,,,,687,32.336,59.216,23.382,3.3,7.0,168,0.0,,,,,,
15273,09/13/23 07:25:00,,,,,,,,,452,32.271,60.565,23.696,3.0,6.3,182,0.0,,,,,,
15274,09/13/23 07:30:00,,,,,,,,,248,32.100,61.256,23.724,3.0,6.7,168,0.0,,,,,,
15275,09/13/23 07:35:00,,,,,,,,,458,31.992,62.004,23.825,3.0,7.0,179,0.0,,,,,,
15276,09/13/23 07:40:00,,,,,,,,,149,31.778,62.855,23.850,3.0,7.7,163,0.0,,,,,,
15277,09/13/23 07:45:00,,,,,,,,,178,31.564,63.915,23.926,2.7,6.3,180,0.0,,,,,,
15278,09/13/23 07:50:00,,,,,,,,,229,31.456,64.579,23.997,2.7,6.0,187,0.0,,,,,,
15279,09/13/23 07:55:00,,,,,,,,,261,31.778,62.860,23.851,2.3,6.3,148,0.0,,,,,,
15280,09/13/23 08:00:00,,,,,,,,,346,31.950,62.322,23.870,3.0,6.3,166,0.0,,,,,,
15281,09/13/23 08:05:00,,,,,,,,,832,32.486,61.892,24.259,2.7,5.7,156,0.0,,,,,,
15282,09/13/23 08:10:00,,,,,,,,,838,32.614,61.798,24.355,3.0,5.3,127,0.0,,,,,,
15283,09/13/23 08:15:00,,,,,,,,,311,32.507,62.112,24.339,3.7,8.0,163,0.0,,,,,,
15284,09/13/23 08:20:00,,,,,,,,,298,32.057,64.021,24.420,2.7,6.3,155,0.0,,,,,,
15285,09/13/23 08:25:00,,,,,,,,,262,32.035,64.453,24.512,2.3,5.7,156,0.0,,,,,,
15286,09/13/23 08:30:00,,,,,,,,,218,31.499,65.481,24.269,3.0,6.7,141,0.0,,,,,,
15287,09/13/23 08:35:00,,,,,,,,,213,31.199,65.504,23.991,3.0,5.7,170,0.0,,,,,,
15288,09/13/23 08:40:00,,,,,,,,,184,31.306,66.210,24.271,2.3,5.0,173,0.0,,,,,,
15289,09/13/23 08:45:00,,,,,,,,,192,31.177,66.430,24.205,2.7,7.0,170,0.0,,,,,,
15290,09/13/23 08:50:00,,,,,,,,,198,31.092,65.856,23.978,3.0,6.7,163,0.0,,,,,,
15291,09/13/23 08:55:00,,,,,,,,,229,31.177,65.382,23.939,2.7,7.0,159,0.0,,,,,,
15292,09/13/23 09:00:00,,,,,,,,,188,31.220,66.099,24.162,2.7,5.0,145,0.0,,,,,,
15293,09/13/23 09:05:00,,,,,,,,,143,31.328,65.737,24.172,2.0,5.0,158,0.0,,,,,,
15294,09/13/23 09:10:00,,,,,,,,,112,30.984,67.222,24.219,2.7,6.3,128,0.0,,,,,,
15295,09/13/23 09:15:00,,,,,,,,,97,30.942,67.422,24.228,2.0,4.7,145,0.0,,,,,,
15296,09/13/23 09:20:00,,,,,,,,,78,30.534,68.896,24.201,3.3,7.0,124,0.0,,,,,,
15297,09/13/23 09:25:00,,,,,,,,,81,30.684,68.928,24.352,2.0,6.0,135,0.0,,,,,,
15298,09/13/23 09:30:00,,,,,,,,,63,30.856,68.434,24.395,1.3,4.0,139,0.0,,,,,,
15299,09/13/23 09:35:00,,,,,,,,,66,30.813,67.739,24.184,1.3,4.7,155,0.0,,,,,,
15300,09/13/23 09:40:00,,,,,,,,,51,30.663,67.181,23.903,2.0,5.0,142,0.0,,,,,,
15301,09/13/23 09:45:00,,,,,,,,,42,30.598,67.858,24.009,2.0,5.7,148,0.0,,,,,,
15302,09/13/23 09:50:00,,,,,,,,,43,30.534,68.669,24.146,1.7,3.7,160,0.0,,,,,,
15303,09/13/23 09:55:00,,,,,,,,,39,30.320,69.662,24.181,2.3,5.3,128,0.0,,,,,,
15304,09/13/23 10:00:00,,,,,,,,,34,30.320,70.147,24.297,1.7,4.0,155,0.0,,,,,,
15305,09/13/23 10:05:00,,,,,,,,,27,30.041,72.187,24.509,2.3,6.0,124,0.0,,,,,,
15306,09/13/23 10:10:00,,,,,,,,,21,30.019,72.389,24.535,2.0,4.0,135,0.0,,,,,,
15307,09/13/23 10:15:00,,,,,,,,,16,30.062,72.056,24.499,1.7,4.3,152,0.0,,,,,,
15308,09/13/23 10:20:00,,,,,,,,,12,30.084,72.409,24.602,2.0,5.3,135,0.0,,,,,,
15309,09/13/23 10:25:00,,,,,,,,,11,29.891,73.452,24.656,2.3,5.0,138,0.0,,,,,,
15310,09/13/23 10:30:00,,,,,,,,,9,29.848,73.855,24.706,1.7,3.7,151,0.0,,,,,,
15311,09/13/23 10:35:00,,,,,,,,,8,29.719,72.943,24.374,2.0,4.3,144,0.0,,,,,,
15312,09/13/23 10:40:00,,,,,,,,,6,29.612,72.902,24.262,2.3,5.0,159,0.0,,,,,,
15313,09/13/23 10:45:00,,,,,,,,,6,29.590,74.267,24.552,1.7,4.3,141,0.0,,,,,,
15314,09/13/23 10:50:00,,,,,,,,,4,29.419,74.441,24.426,2.7,6.0,142,0.0,,,,,,
15315,09/13/23 10:55:00,,,,,,,,,3,29.440,75.463,24.675,2.0,4.7,137,0.0,,,,,,
15316,09/13/23 11:00:00,,,,,,,,,2,29.462,75.203,24.637,1.7,4.0,132,0.0,,,,,,
15317,09/13/23 11:05:00,,,,,,,,,2,29.354,75.421,24.582,2.3,5.0,166,0.0,,,,,,
15318,09/13/23 11:10:00,,,,,,,,,1,29.376,74.998,24.509,1.3,4.0,155,0.0,,,,,,
15319,09/13/23 11:15:00,,,,,,,,,1,29.354,74.647,24.410,2.3,4.7,152,0.0,,,,,,
15320,09/13/23 11:20:00,,,,,,,,,1,29.269,75.285,24.469,1.7,4.3,158,0.0,,,,,,
15321,09/13/23 11:25:00,,,,,,,,,1,29.290,75.421,24.520,1.3,3.7,160,0.0,,,,,,
15322,09/13/23 11:30:00,,,,,,,,,1,29.269,76.104,24.651,1.7,4.7,146,0.0,,,,,,
15323,09/13/23 11:35:00,,,,,,,,,1,29.140,76.222,24.552,2.0,5.7,127,0.0,,,,,,
15324,09/13/23 11:40:00,,,,,,,,,1,29.161,76.292,24.588,1.7,3.0,142,0.0,,,,,,
15325,09/13/23 11:45:00,,,,,,,,,1,29.183,76.512,24.657,1.7,3.0,137,0.0,,,,,,
15326,09/13/23 11:50:00,,,,,,,,,1,29.247,76.800,24.783,1.3,4.3,151,0.0,,,,,,
