Line#,Date,"Solar Radiation (S-LIB 21661173:21515235-1), W/m^2, ideaslab","Temperature (S-THC 21661173:21555952-1), *C, ideaslab","RH (S-THC 21661173:21555952-2), %, ideaslab","Dew Point (S-THC 21661173:21555952-3), *C, ideaslab","Wind Speed (S-WCG 21661173:21556122-1), m/s, ideaslab","Gust Speed (S-WCG 21661173:21556122-2), m/s, ideaslab","Wind Direction (S-WCG 21661173:21556122-3), *, ideaslab","Rain (S-RGB 21661173:21560962-1), mm, ideaslab","Solar Radiation (S-LIB 21535782:21515235-1), W/m^2, ideaslab(Aug23)","Temperature (S-THC 21535782:21555952-1), *C, ideaslab(Aug23)","RH (S-THC 21535782:21555952-2), %, ideaslab(Aug23)","Dew Point (S-THC 21535782:21555952-3), *C, ideaslab(Aug23)","Wind Speed (S-WCG 21535782:21556122-1), m/s, ideaslab(Aug23)","Gust Speed (S-WCG 21535782:21556122-2), m/s, ideaslab(Aug23)","Wind Direction (S-WCG 21535782:21556122-3), *, ideaslab(Aug23)","Rain (S-RGB 21535782:21560962-1), mm, ideaslab(Aug23)","Temperature (S-THC 21535782:21654097-1), *C, ideaslab(test)","RH (S-THC 21535782:21654097-2), %, ideaslab(test)","Dew Point (S-THC 21535782:21654097-3), *C, ideaslab(test)","Dew Point (S-THC 21661173:21397574-3), *C, ideaslab","Temperature (S-THC 21661173:21397574-1), *C, ideaslab","RH (S-THC 21661173:21397574-2), %, ideaslab"
5915,08/11/23 19:35:00,,,,,,,,,1,28.046,76.970,23.656,2.0,3.7,127,0.0,,,,,,
5916,08/11/23 19:40:00,,,,,,,,,1,28.089,76.011,23.490,1.7,3.7,135,0.0,,,,,,
5917,08/11/23 19:45:00,,,,,,,,,1,28.175,74.281,23.190,2.3,5.0,130,0.0,,,,,,
5918,08/11/23 19:50:00,,,,,,,,,1,28.175,74.028,23.134,2.3,6.0,132,0.0,,,,,,
5919,08/11/23 19:55:00,,,,,,,,,1,28.175,73.515,23.018,2.0,4.7,137,0.0,,,,,,
5920,08/11/23 20:00:00,,,,,,,,,1,28.175,73.539,23.024,2.0,4.7,124,0.0,,,,,,
5921,08/11/23 20:05:00,,,,,,,,,1,28.132,73.538,22.982,2.3,4.0,125,0.0,,,,,,
5922,08/11/23 20:10:00,,,,,,,,,1,28.196,72.618,22.836,1.7,4.0,120,0.0,,,,,,
5923,08/11/23 20:15:00,,,,,,,,,1,28.175,72.485,22.785,2.0,4.0,131,0.0,,,,,,
5924,08/11/23 20:20:00,,,,,,,,,1,28.153,72.201,22.700,1.7,3.7,124,0.0,,,,,,
5925,08/11/23 20:25:00,,,,,,,,,1,28.196,72.210,22.743,2.0,4.7,130,0.0,,,,,,
5926,08/11/23 20:30:00,,,,,,,,,1,28.132,72.331,22.709,2.0,4.3,125,0.0,,,,,,
5927,08/11/23 20:35:00,,,,,,,,,1,28.132,72.609,22.772,2.3,4.7,124,0.0,,,,,,
5928,08/11/23 20:40:00,,,,,,,,,1,28.110,72.842,22.804,2.0,4.3,132,0.0,,,,,,
5929,08/11/23 20:45:00,,,,,,,,,1,28.089,73.194,22.864,2.0,3.7,131,0.0,,,,,,
5930,08/11/23 20:50:00,,,,,,,,,1,28.068,73.643,22.944,1.7,4.3,122,0.0,,,,,,
5931,08/11/23 20:55:00,,,,,,,,,1,28.025,74.231,23.034,2.0,4.3,130,0.0,,,,,,
5932,08/11/23 21:00:00,,,,,,,,,1,28.003,74.697,23.117,2.3,4.3,131,0.0,,,,,,
5933,08/11/23 21:05:00,,,,,,,,,1,28.003,74.977,23.179,2.3,4.0,137,0.0,,,,,,
5934,08/11/23 21:10:00,,,,,,,,,1,27.960,75.399,23.231,2.0,4.0,132,0.0,,,,,,
5935,08/11/23 21:15:00,,,,,,,,,1,27.875,75.984,23.276,1.3,2.7,125,0.0,,,,,,
5936,08/11/23 21:20:00,,,,,,,,,1,27.896,76.387,23.385,2.0,4.0,125,0.0,,,,,,
5937,08/11/23 21:25:00,,,,,,,,,1,27.853,76.950,23.465,1.7,3.3,124,0.0,,,,,,
5938,08/11/23 21:30:00,,,,,,,,,1,27.810,77.293,23.498,1.3,2.7,127,0.0,,,,,,
5939,08/11/23 21:35:00,,,,,,,,,1,27.767,77.646,23.532,1.7,4.3,117,0.0,,,,,,
5940,08/11/23 21:40:00,,,,,,,,,1,27.767,77.885,23.583,1.3,4.0,132,0.0,,,,,,
5941,08/11/23 21:45:00,,,,,,,,,1,27.810,78.199,23.692,2.0,4.0,132,0.0,,,,,,
5942,08/11/23 21:50:00,,,,,,,,,1,27.767,78.943,23.807,2.0,6.0,125,0.0,,,,,,
5943,08/11/23 21:55:00,,,,,,,,,1,27.746,78.970,23.792,2.3,4.7,125,0.0,,,,,,
5944,08/11/23 22:00:00,,,,,,,,,1,27.681,79.313,23.802,2.0,4.3,124,0.0,,,,,,
5945,08/11/23 22:05:00,,,,,,,,,1,27.681,79.550,23.852,2.3,4.7,121,0.0,,,,,,
5946,08/11/23 22:10:00,,,,,,,,,1,27.639,79.751,23.852,1.3,3.0,134,0.0,,,,,,
5947,08/11/23 22:15:00,,,,,,,,,1,27.681,79.541,23.850,2.0,4.0,130,0.0,,,,,,
5948,08/11/23 22:20:00,,,,,,,,,1,27.681,79.422,23.825,2.0,4.7,130,0.0,,,,,,
5949,08/11/23 22:25:00,,,,,,,,,1,27.703,79.582,23.879,2.0,5.3,128,0.0,,,,,,
5950,08/11/23 22:30:00,,,,,,,,,1,27.681,79.646,23.872,1.3,3.7,125,0.0,,,,,,
5951,08/11/23 22:35:00,,,,,,,,,1,27.639,79.725,23.847,1.3,3.3,125,0.0,,,,,,
5952,08/11/23 22:40:00,,,,,,,,,1,27.660,79.664,23.855,1.7,3.3,124,0.0,,,,,,
5953,08/11/23 22:45:00,,,,,,,,,1,27.703,79.738,23.912,1.7,3.3,122,0.0,,,,,,
5954,08/11/23 22:50:00,,,,,,,,,1,27.660,79.858,23.895,1.3,4.0,113,0.0,,,,,,
5955,08/11/23 22:55:00,,,,,,,,,1,27.596,80.031,23.869,1.3,2.7,121,0.0,,,,,,
5956,08/11/23 23:00:00,,,,,,,,,2,27.639,80.105,23.926,1.3,3.3,114,0.0,,,,,,
5957,08/11/23 23:05:00,,,,,,,,,3,27.639,80.174,23.940,1.0,3.0,118,0.0,,,,,,
5958,08/11/23 23:10:00,,,,,,,,,7,27.639,80.279,23.962,2.0,3.3,125,0.0,,,,,,
5959,08/11/23 23:15:00,,,,,,,,,12,27.703,80.264,24.022,2.0,4.0,128,0.0,,,,,,
5960,08/11/23 23:20:00,,,,,,,,,19,27.724,80.163,24.022,2.0,4.0,125,0.0,,,,,,
5961,08/11/23 23:25:00,,,,,,,,,28,27.767,80.211,24.073,1.7,3.3,118,0.0,,,,,,
5962,08/11/23 23:30:00,,,,,,,,,36,27.810,80.174,24.107,2.0,4.3,124,0.0,,,,,,
5963,08/11/23 23:35:00,,,,,,,,,39,27.896,79.913,24.136,1.3,3.3,122,0.0,,,,,,
5964,08/11/23 23:40:00,,,,,,,,,64,28.089,79.522,24.242,1.3,3.3,121,0.0,,,,,,
5965,08/11/23 23:45:00,,,,,,,,,63,28.132,79.060,24.187,1.0,3.0,162,0.0,,,,,,
5966,08/11/23 23:50:00,,,,,,,,,57,28.068,79.335,24.182,2.0,3.7,130,0.0,,,,,,
5967,08/11/23 23:55:00,,,,,,,,,109,28.153,79.107,24.217,2.0,4.7,122,0.0,,,,,,
5968,08/12/23 00:00:00,,,,,,,,,77,28.432,78.346,24.326,1.3,3.0,121,0.0,,,,,,
5969,08/12/23 00:05:00,,,,,,,,,143,28.647,77.487,24.350,1.3,2.7,132,0.0,,,,,,
5970,08/12/23 00:10:00,,,,,,,,,153,28.711,77.252,24.362,1.3,3.0,118,0.0,,,,,,
5971,08/12/23 00:15:00,,,,,,,,,168,28.582,77.284,24.244,2.0,4.3,120,0.0,,,,,,
5972,08/12/23 00:20:00,,,,,,,,,199,28.732,76.938,24.314,1.7,4.3,128,0.0,,,,,,
5973,08/12/23 00:25:00,,,,,,,,,217,28.711,76.585,24.217,2.0,4.3,113,0.0,,,,,,
5974,08/12/23 00:30:00,,,,,,,,,116,28.904,76.336,24.349,1.7,4.0,134,0.0,,,,,,
5975,08/12/23 00:35:00,,,,,,,,,216,28.925,76.178,24.335,1.7,4.0,121,0.0,,,,,,
5976,08/12/23 00:40:00,,,,,,,,,134,28.861,76.153,24.267,1.7,4.0,115,0.0,,,,,,
5977,08/12/23 00:45:00,,,,,,,,,181,28.883,76.274,24.315,1.7,4.0,117,0.0,,,,,,
5978,08/12/23 00:50:00,,,,,,,,,304,29.054,76.016,24.424,1.7,3.7,122,0.0,,,,,,
5979,08/12/23 00:55:00,,,,,,,,,171,29.354,75.137,24.519,1.3,3.0,113,0.0,,,,,,
5980,08/12/23 01:00:00,,,,,,,,,361,29.547,74.536,24.571,1.0,2.7,145,0.0,,,,,,
5981,08/12/23 01:05:00,,,,,,,,,182,29.226,74.821,24.325,2.0,4.7,132,0.0,,,,,,
